year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
1702,marriage,,751,2897
1702,residence,,22,10
1703,any,,948,873
1703,birth,312,2152,2813
1703,death,223,1237,1714
1703,marriage,,1425,2155
1703,residence,,,3
1704,any,,932,467
1704,birth,248,1315,3532
1704,death,182,773,2519
1704,marriage,,685,2854
1704,residence,,9,20
1705,any,,2293,2358
1705,birth,344,2997,4918
1705,death,217,1387,1748
1705,marriage,,1790,3100
1705,residence,,73,36
1706,any,,820,1003
1706,birth,532,1681,2903
1706,death,404,1024,1628
1706,marriage,,1145,1851
1706,other,,2,
1706,residence,,29,191
1707,any,,1002,693
1707,birth,311,1408,3846
1707,death,244,825,2170
1707,marriage,,902,2735
1707,other,,,6
1707,residence,,,5
1708,any,,1163,784
1708,birth,341,2690,2475
1708,death,256,1491,1421
1708,marriage,,1906,1540
1708,residence,,9,30
1709,any,,970,629
1709,birth,251,1655,3072
1709,death,175,1017,2038
1709,marriage,,1182,2409
1709,residence,,6,10
1710,any,,6258,7986
1710,birth,751,5722,8593
1710,death,499,2277,3090
1710,marriage,,2689,4866
1710,residence,,228,401
1711,any,,953,654
1711,birth,309,1958,2504
1711,death,238,1040,1503
1711,marriage,,1225,1495
1711,residence,,50,35
1712,any,,1431,959
1712,birth,296,2221,5071
1712,death,241,1050,2763
1712,marriage,,1144,3682
1712,residence,,19,78
1713,any,,1048,528
1713,birth,285,2308,2632
1713,death,221,1496,1666
1713,marriage,,1611,1975
1713,residence,,49,4
1714,any,,1841,869
1714,birth,342,2345,3409
1714,death,278,1224,2331
1714,marriage,,1137,2583
1714,residence,,180,56
1715,any,,3380,3279
1715,birth,484,3298,5699
1715,death,332,1675,2385
1715,marriage,,1949,3440
1715,residence,,65,81
1716,any,,1512,1236
1716,birth,384,3380,3613
1716,death,291,2588,2033
1716,marriage,,1396,2473
1716,residence,,29,39
1717,any,,1274,970
1717,birth,356,2233,3955
1717,death,249,1446,2595
1717,marriage,,1643,3007
1717,other,,12,
1717,residence,,18,50
1718,any,,1963,1168
1718,birth,431,3497,3423
1718,death,370,1917,1784
1718,marriage,,2232,2252
1718,residence,,29,33
1719,any,,1074,975
1719,birth,251,1671,3847
1719,death,184,1004,2619
1719,marriage,,855,2813
1719,other,,,30
1719,residence,,5,12
1720,any,,15255,13667
1720,birth,1424,9692,11510
1720,death,745,3115,3798
1720,marriage,,4977,5798
1720,residence,,307,432
1721,any,,1017,773
1721,birth,404,2149,3522
1721,death,325,1265,2348
1721,marriage,,1455,2707
1721,residence,,8,30
1722,any,,1503,1169
1722,birth,470,2155,5954
1722,death,364,1337,3371
1722,marriage,,1355,3742
1722,residence,,24,45
1723,any,,1437,757
1723,birth,408,3216,2725
1723,death,322,1781,1555
1723,marriage,,1899,1886
1723,residence,,32,18
1724,any,,1608,943
1724,birth,300,3014,4534
1724,death,233,2022,3086
1724,marriage,,2155,3389
1724,residence,,66,28
1725,any,,4947,4492
1725,birth,755,5472,7030
1725,death,477,2484,3458
1725,marriage,,2983,4422
1725,other,,6,
1725,residence,,233,71
1726,any,,1609,1268
1726,birth,511,2772,3565
1726,death,405,1578,2165
1726,marriage,,1940,2314
1726,residence,,67,17
1727,any,,1473,988
1727,birth,499,2563,5725
1727,death,406,1359,3328
1727,marriage,,1576,3705
1727,other,,,13
1727,residence,,100,112
1728,any,,1908,1157
1728,birth,491,4670,5250
1728,death,376,2808,3598
1728,marriage,,2841,3854
1728,residence,,43,10
1729,any,,1440,863
1729,birth,478,2893,4484
1729,death,369,1860,2927
1729,marriage,,1749,3371
1729,residence,,28,37
1730,any,,15290,13629
1730,birth,1526,9592,13625
1730,death,879,3224,4952
1730,marriage,,4198,6925
1730,other,,15,
1730,residence,,534,436
1731,any,,1504,747
1731,birth,418,2726,4327
1731,death,297,1526,2834
1731,marriage,,1719,3184
1731,other,,24,15
1731,residence,,39,22
1732,any,,1898,1393
1732,birth,1562,3076,9059
1732,death,1176,1700,5375
1732,marriage,,2083,5776
1732,other,,,15
1732,residence,,23,201
1733,any,,1711,1304
1733,birth,474,4050,5323
1733,death,353,2470,3694
1733,marriage,,2445,3560
1733,residence,,73,46
1734,any,,1968,1142
1734,birth,813,3091,4950
1734,death,612,1660,3018
1734,marriage,,1644,3396
1734,residence,,34,89
1735,any,,4621,4756
1735,birth,966,4723,9372
1735,death,667,1973,3739
1735,marriage,,2583,5355
1735,other,,2,9
1735,residence,,207,129
1736,any,,1893,1396
1736,birth,449,2767,5481
1736,death,355,1709,2919
1736,marriage,,1707,3803
1736,residence,,100,28
1737,any,,1731,1252
1737,birth,588,2994,7168
1737,death,446,1809,4243
1737,marriage,,2121,4895
1737,residence,,18,77
1738,any,,2294,2353
1738,birth,707,4579,5906
1738,death,542,2446,3849
1738,marriage,,2504,4151
1738,residence,,105,95
1739,any,,1973,1094
1739,birth,376,3138,4215
1739,death,278,1952,2505
1739,marriage,,1881,2781
1739,other,,,1
1739,residence,,38,52
1740,any,,18662,13136
1740,birth,1651,12266,13610
1740,death,929,3784,5250
1740,marriage,,5221,6299
1740,other,,21,
1740,residence,,717,550
1741,any,,1708,894
1741,birth,482,2652,5408
1741,death,354,1541,3487
1741,marriage,,1629,4027
1741,residence,,45,54
1742,any,,2231,1464
1742,birth,527,3313,7842
1742,death,418,1894,4143
1742,marriage,,2345,4592
1742,residence,,85,103
1743,any,,2142,1281
1743,birth,865,3723,5362
1743,death,679,2209,3329
1743,marriage,,2038,3437
1743,other,,2,2
1743,residence,,108,45
1744,any,,2218,1316
1744,birth,778,3528,5723
1744,death,553,2287,3534
1744,marriage,,2238,3778
1744,residence,,70,73
1745,any,,6448,4709
1745,birth,895,6803,8974
1745,death,588,3381,3867
1745,marriage,,3880,4659
1745,residence,,254,282
1746,any,,2096,1425
1746,birth,573,4239,5916
1746,death,428,2717,3623
1746,marriage,,2667,4225
1746,residence,,97,83
1747,any,,2429,1317
1747,birth,488,4255,6381
1747,death,359,2354,3723
1747,marriage,,2850,4174
1747,residence,,94,53
1748,any,,2672,1854
1748,birth,414,6559,5977
1748,death,278,3754,3502
1748,marriage,,4052,3902
1748,residence,,90,189
1749,any,,2751,1340
1749,birth,562,4771,7936
1749,death,420,3144,5104
1749,marriage,,2939,5907
1749,residence,,66,43
1750,any,,50330,42234
1750,birth,3653,23723,28507
1750,death,1919,6692,8892
1750,marriage,,9480,11224
1750,other,,18,
1750,residence,,3837,1100
1751,any,,2233,1547
1751,birth,512,4476,7373
1751,death,362,2825,4380
1751,marriage,,2740,5607
1751,residence,,89,116
1752,any,,3244,2225
1752,birth,626,4745,12103
1752,death,425,2505,7350
1752,marriage,,2645,7547
1752,residence,,118,168
1753,any,,3219,1721
1753,birth,592,5350,7659
1753,death,427,3002,4875
1753,marriage,,2995,4922
1753,residence,,224,172
1754,any,,2897,1639
1754,birth,625,4776,7147
1754,death,476,2854,4464
1754,marriage,,2916,4775
1754,residence,,154,230
1755,any,,7315,6606
1755,birth,1469,7655,13065
1755,death,1054,3236,6261
1755,marriage,,3835,7437
1755,residence,,209,223
1756,any,,3897,2475
1756,birth,712,6524,8266
1756,death,551,3600,4562
1756,marriage,,3906,5645
1756,other,,16,21
1756,residence,,697,129
1757,any,,3007,1678
1757,birth,705,5123,9163
1757,death,512,3028,5099
1757,marriage,,3051,5840
1757,residence,,128,120
1758,any,,3663,1756
1758,birth,635,7167,7831
1758,death,471,3885,4500
1758,marriage,,3863,5216
1758,residence,,168,153
1759,any,,4052,1465
1759,birth,626,5505,6856
1759,death,451,3601,4079
1759,marriage,,5133,4705
1759,residence,,99,91
1760,any,,23778,21662
1760,birth,2129,18142,24198
1760,death,1233,6339,9372
1760,marriage,,7702,11673
1760,other,,,9
1760,residence,,1221,960
1761,any,,3472,1638
1761,birth,460,4902,8430
1761,death,337,3383,5279
1761,marriage,,3041,5615
1761,residence,,101,177
1762,any,,3387,2639
1762,birth,572,5633,12972
1762,death,412,3503,7181
1762,marriage,,3635,7891
1762,residence,,107,286
1763,any,,3474,1830
1763,birth,489,6899,10036
1763,death,368,4331,6529
1763,marriage,,4426,7035
1763,residence,,138,113
1764,any,,3445,2123
1764,birth,521,6595,9971
1764,death,347,4474,6240
1764,marriage,,4041,6779
1764,residence,,173,264
1765,any,,7917,9222
1765,birth,926,9353,15825
1765,death,584,4561,7031
1765,marriage,,4568,7863
1765,residence,,436,656
1766,any,,3436,2630
1766,birth,554,5606,10648
1766,death,379,3494,6713
1766,marriage,,3280,7161
1766,residence,,264,147
1767,any,,3599,2101
1767,birth,760,5780,12489
1767,death,577,3272,8041
1767,marriage,,3328,8708
1767,residence,,108,204
1768,any,,3880,2427
1768,birth,657,8784,11871
1768,death,503,4841,7759
1768,marriage,,5042,7530
1768,other,,2,
1768,residence,,158,213
1769,any,,3007,1948
1769,birth,688,6729,9230
1769,death,525,4440,5717
1769,marriage,,4232,6075
1769,residence,,68,219
1770,any,,30928,21206
1770,birth,2375,24022,25377
1770,death,1364,7573,9496
1770,marriage,,10355,11351
1770,other,,41,32
1770,residence,,3229,1381
1771,any,,3430,1872
1771,birth,488,6477,9671
1771,death,326,3770,5567
1771,marriage,,3726,6113
1771,residence,,189,198
1772,any,,3931,3470
1772,birth,648,6942,16895
1772,death,482,4180,9816
1772,marriage,,4024,10003
1772,residence,,245,487
1773,any,,4027,2280
1773,birth,574,9082,11012
1773,death,415,5728,7192
1773,marriage,,5829,7469
1773,other,,,2
1773,residence,,269,375
1774,any,,4618,2708
1774,birth,809,8353,11266
1774,death,592,4904,6817
1774,marriage,,5292,7390
1774,residence,,115,114
1775,any,,14047,9998
1775,birth,1547,14356,18758
1775,death,951,6312,8540
1775,marriage,,6767,9544
1775,other,,6,
1775,residence,,1178,667
1776,any,,6322,3714
1776,birth,876,9361,12965
1776,death,583,5637,8024
1776,marriage,,5763,7945
1776,other,,2,18
1776,residence,,464,863
1777,any,,6003,4634
1777,birth,829,8377,17729
1777,death,606,5266,11137
1777,marriage,,5130,11519
1777,residence,,243,650
1778,any,,5520,3693
1778,birth,759,12125,15607
1778,death,537,7099,9033
1778,marriage,,6947,9953
1778,residence,,391,318
1779,any,,4441,3530
1779,birth,723,7269,13673
1779,death,539,4081,8207
1779,marriage,,4227,8200
1779,residence,,225,377
1780,any,,41531,32354
1780,birth,3226,30989,37940
1780,death,1759,9402,14972
1780,marriage,,12398,17714
1780,other,,58,20
1780,residence,,3329,2704
1781,any,,4761,2424
1781,birth,600,7510,13939
1781,death,453,5006,8963
1781,marriage,,5155,8872
1781,residence,,276,458
1782,any,,5025,3935
1782,birth,900,10144,21628
1782,death,691,6405,12712
1782,marriage,,6226,12884
1782,other,,,80
1782,residence,,406,727
1783,any,,5970,3670
1783,birth,726,11953,12797
1783,death,524,7230,7808
1783,marriage,,7090,8382
1783,residence,,533,536
1784,any,,6018,3166
1784,birth,742,10467,16329
1784,death,556,7273,10398
1784,marriage,,6353,10665
1784,residence,,687,842
1785,any,,12107,11316
1785,birth,1256,15788,23920
1785,death,850,7201,10431
1785,marriage,,7756,12138
1785,other,,46,
1785,residence,,1509,1293
1786,any,,6388,4460
1786,birth,1022,11194,18610
1786,death,748,6945,11650
1786,marriage,,7175,12154
1786,residence,,409,715
1787,any,,5436,3337
1787,birth,683,10620,19840
1787,death,474,6614,12598
1787,marriage,,6080,12943
1787,residence,,379,728
1788,any,,6334,4643
1788,birth,910,14720,18583
1788,death,623,8675,12153
1788,marriage,,8245,12196
1788,residence,,651,677
1789,any,,7071,3887
1789,birth,858,11473,16737
1789,death,617,7365,10305
1789,marriage,,7347,11008
1789,other,,,6
1789,residence,,449,755
1790,any,,42130,31948
1790,birth,3273,36508,43210
1790,death,2007,11664,17839
1790,marriage,,15421,21515
1790,other,,73,6
1790,residence,,4744,3714
1791,any,,5919,3167
1791,birth,939,12507,17831
1791,death,724,7328,11420
1791,marriage,,7239,11522
1791,residence,,665,706
1792,any,,6801,4967
1792,birth,1063,12757,27642
1792,death,786,7264,15759
1792,marriage,,7711,16846
1792,residence,,632,1129
1793,any,,6640,4166
1793,birth,1434,14317,19498
1793,death,1216,8046,12438
1793,marriage,,7946,12825
1793,residence,,558,730
1794,any,,8227,3791
1794,birth,952,13210,20555
1794,death,643,7926,11981
1794,marriage,,7466,13170
1794,other,,8,
1794,residence,,589,837
1795,any,,15819,12203
1795,birth,1411,22440,33919
1795,death,946,9974,16370
1795,marriage,,10879,18045
1795,other,,8,2
1795,residence,,1400,2153
1796,any,,8325,5010
1796,birth,1088,14620,22815
1796,death,809,8709,13474
1796,marriage,,9089,14355
1796,other,,,58
1796,residence,,434,670
1797,any,,8198,5119
1797,birth,892,14468,25733
1797,death,645,8528,16031
1797,marriage,,8249,15790
1797,other,,,6
1797,residence,,480,779
1798,any,,9203,5478
1798,birth,1050,21552,23335
1798,death,769,11390,13606
1798,marriage,,11325,14338
1798,other,,16,30
1798,residence,,895,1093
1799,any,,9222,14418
1799,birth,1873,16318,32580
1799,death,1663,9474,16876
1799,marriage,,9098,18556
1799,residence,,793,1230
1800,any,,177719,109579
1800,birth,148157,97140,73889
1800,death,31395,27116,26553
1800,marriage,31634,34372,34928
1800,other,6810,2568,149
1800,residence,12612,15123,9928
1801,any,,9239,5912
1801,birth,1589,15337,26092
1801,death,1138,9290,15705
1801,marriage,,8889,15863
1801,other,,9,16
1801,residence,,1132,1271
1802,any,,8469,7067
1802,birth,1296,15956,38902
1802,death,933,9153,20883
1802,marriage,,8872,21992
1802,other,,24,8
1802,residence,,983,1308
1803,any,,9171,5998
1803,birth,1357,19936,28025
1803,death,971,11697,16745
1803,marriage,,11717,17491
1803,other,,18,12
1803,residence,,1005,964
1804,any,,9544,5831
1804,birth,1434,16816,28022
1804,death,1075,9715,17512
1804,marriage,,9616,18314
1804,other,,52,26
1804,residence,,781,1194
1805,any,,16746,19104
1805,birth,3012,25428,45013
1805,death,2050,12456,19242
1805,marriage,,12825,22288
1805,other,,78,61
1805,residence,,2087,3134
1806,any,,10505,7406
1806,birth,1266,18731,28818
1806,death,882,11102,16518
1806,marriage,,11415,17982
1806,other,,34,29
1806,residence,,738,1219
1807,any,,10131,5787
1807,birth,1815,19518,33796
1807,death,1335,12485,20908
1807,marriage,,12379,22495
1807,other,,133,66
1807,residence,,788,1135
1808,any,,11522,6100
1808,birth,1565,24594,29454
1808,death,1150,13669,15931
1808,marriage,,13117,17638
1808,other,,40,151
1808,residence,,984,1327
1809,any,,10335,6339
1809,birth,2424,20228,31942
1809,death,1832,11802,19294
1809,marriage,,11923,20380
1809,other,,20,17
1809,residence,,1192,1309
1810,any,,41193,42980
1810,birth,3662,46555,72237
1810,death,2213,18847,28225
1810,marriage,,20182,33337
1810,other,,246,278
1810,residence,,6293,8284
1811,any,,12353,6746
1811,birth,1352,21125,35690
1811,death,907,12520,21648
1811,marriage,,12774,23541
1811,other,,46,16
1811,residence,,1069,2156
1812,any,,12865,11684
1812,birth,1700,23649,48058
1812,death,1212,13460,26925
1812,marriage,,13406,26603
1812,other,,42,51
1812,residence,,1788,2013
1813,any,,11472,5809
1813,birth,1610,23773,33887
1813,death,1183,13523,21145
1813,marriage,,14495,22362
1813,other,,154,2
1813,residence,,1316,1295
1814,any,,11518,7020
1814,birth,1428,21099,37382
1814,death,1057,10793,23429
1814,marriage,,11033,23653
1814,other,,8,76
1814,residence,,1230,1239
1815,any,,27005,23859
1815,birth,2387,36755,59371
1815,death,1490,16691,27126
1815,marriage,,18537,29716
1815,other,,172,153
1815,residence,,2816,4073
1816,any,,13249,9302
1816,birth,1259,26341,42133
1816,death,862,15923,24988
1816,marriage,,16009,26760
1816,other,,32,58
1816,residence,,1666,1847
1817,any,,12364,8096
1817,birth,1584,24661,43627
1817,death,1090,13324,25964
1817,marriage,,13306,28240
1817,other,,72,45
1817,residence,,1382,1558
1818,any,,16808,10317
1818,birth,2199,34695,42119
1818,death,1571,18231,23027
1818,marriage,,19261,25903
1818,other,,125,70
1818,residence,,2421,2339
1819,any,,12028,8113
1819,birth,1827,24225,40099
1819,death,1340,14390,24763
1819,marriage,,13954,25140
1819,other,,53,80
1819,residence,,1558,2073
1820,any,,70977,62333
1820,birth,6539,68851,96296
1820,death,4102,25443,39647
1820,marriage,,29604,45771
1820,other,,443,308
1820,residence,,11313,12620
1821,any,,13856,8104
1821,birth,1788,25410,41827
1821,death,1330,14478,24788
1821,marriage,,14835,25973
1821,other,,100,72
1821,residence,,1858,1871
1822,any,,15561,11500
1822,birth,1976,30707,59561
1822,death,1358,18228,32714
1822,marriage,,17552,34887
1822,other,,89,184
1822,residence,,1531,2825
1823,any,,14404,9069
1823,birth,1632,32058,45102
1823,death,1136,17278,26768
1823,marriage,,17749,27565
1823,other,,232,134
1823,residence,,1477,2068
1824,any,,14865,9581
1824,birth,1835,29403,50914
1824,death,1344,16618,29247
1824,marriage,,16981,31664
1824,other,,35,70
1824,residence,,1700,2227
1825,any,,33155,31381
1825,birth,3225,46385,76965
1825,death,2142,21594,34823
1825,marriage,,21234,38821
1825,other,,251,400
1825,residence,,4486,5574
1826,any,,16203,11189
1826,birth,2164,31576,55420
1826,death,1782,17255,33456
1826,marriage,,17556,34783
1826,other,,165,75
1826,residence,,1943,2514
1827,any,,14718,10378
1827,birth,1778,32101,57210
1827,death,1283,18983,33115
1827,marriage,,18846,34698
1827,other,,68,136
1827,residence,,2214,2627
1828,any,,19032,11277
1828,birth,1884,40840,57163
1828,death,1335,22595,32052
1828,marriage,,22564,35436
1828,other,,74,191
1828,residence,,2444,2866
1829,any,,15498,10232
1829,birth,1840,30801,51767
1829,death,1344,17777,30919
1829,marriage,,17719,31977
1829,other,,16,105
1829,residence,,2251,2948
1830,any,1,77128,69420
1830,birth,6578,79874,111307
1830,death,3992,30789,45065
1830,marriage,,32940,51717
1830,other,,488,511
1830,residence,,13437,15653
1831,any,,15198,9199
1831,birth,1753,33029,55188
1831,death,1312,18633,34949
1831,marriage,,19203,35832
1831,other,,67,22
1831,residence,,2000,2777
1832,any,,18753,13752
1832,birth,2014,36623,74113
1832,death,1514,20311,40770
1832,marriage,,21177,40759
1832,other,,99,275
1832,residence,,2226,3572
1833,any,,19444,11810
1833,birth,1939,39302,55682
1833,death,1368,21874,31709
1833,marriage,,22487,34168
1833,other,,150,123
1833,residence,,2200,2949
1834,any,,17778,11591
1834,birth,2031,38249,62708
1834,death,1412,22029,37099
1834,marriage,,21786,38391
1834,other,,152,125
1834,residence,,2533,2967
1835,any,,33810,33952
1835,birth,3325,53658,94480
1835,death,2139,25224,43047
1835,marriage,,27715,48277
1835,other,,276,7923
1835,residence,,5270,8086
1836,any,,18190,12683
1836,birth,2475,37773,66801
1836,death,1913,21329,39692
1836,marriage,,22271,40804
1836,other,,11268,184
1836,residence,,1791,3268
1837,any,,18361,12432
1837,birth,2073,35631,69786
1837,death,1463,21581,39568
1837,marriage,,21055,43307
1837,other,,134,260
1837,residence,,2612,3372
1838,any,,20445,13701
1838,birth,2363,45165,70716
1838,death,1757,24887,41569
1838,marriage,,24825,42610
1838,other,,169,146
1838,residence,,2545,3944
1839,any,,17665,11974
1839,birth,2097,37559,67494
1839,death,1491,21248,39811
1839,marriage,,20837,42841
1839,other,,303,315
1839,residence,,2731,3851
1840,any,,90273,73525
1840,birth,7137,92907,130513
1840,death,4185,37157,54120
1840,marriage,,41422,61211
1840,other,,817,790
1840,residence,,17572,21040
1841,any,,23339,18841
1841,birth,1909,48327,74015
1841,death,1295,26306,41727
1841,marriage,,26140,42435
1841,other,,142,164
1841,residence,,10709,10427
1842,any,,20393,16297
1842,birth,2160,40551,83844
1842,death,1557,23873,46945
1842,marriage,,23481,48612
1842,other,,92,277
1842,residence,,2323,4890
1843,any,,19912,12317
1843,birth,1950,43958,66159
1843,death,1362,23749,39476
1843,marriage,,23789,40437
1843,other,,156,212
1843,residence,,2414,3291
1844,any,,20425,13111
1844,birth,3247,44613,77339
1844,death,2639,25731,46878
1844,marriage,,25765,48356
1844,other,,168,169
1844,residence,,3175,3804
1845,any,,39859,39521
1845,birth,3532,60686,109054
1845,death,2417,26982,52630
1845,marriage,,29295,55154
1845,other,,348,746
1845,residence,,7362,10553
1846,any,,20955,14250
1846,birth,2017,43492,75023
1846,death,1439,24817,43457
1846,marriage,,25621,44468
1846,other,,201,540
1846,residence,,2583,4772
1847,any,,19793,13386
1847,birth,2270,46204,77845
1847,death,1649,26894,43484
1847,marriage,,27083,47180
1847,other,,424,259
1847,residence,,2632,4047
1848,any,,24828,15816
1848,birth,2387,56918,83086
1848,death,1722,33115,48231
1848,marriage,,32016,50260
1848,other,,375,443
1848,residence,,3373,5350
1849,any,,21341,14417
1849,birth,2153,45541,75157
1849,death,1520,25541,43251
1849,marriage,,25367,45373
1849,other,,411,350
1849,residence,,2936,4946
1850,any,,140135,142106
1850,birth,14169,123404,177687
1850,death,8789,50257,70565
1850,marriage,,51270,80644
1850,other,,993,1509
1850,residence,,34845,41160
1851,any,,26267,22616
1851,birth,2033,56679,95173
1851,death,1425,32716,54915
1851,marriage,,32851,58159
1851,other,,307,676
1851,residence,,8398,13736
1852,any,,24246,19953
1852,birth,2557,50535,103833
1852,death,1856,28047,62499
1852,marriage,,29952,63163
1852,other,,351,542
1852,residence,,2832,5869
1853,any,,23881,13811
1853,birth,2264,56168,81240
1853,death,1585,32695,48285
1853,marriage,,33467,50335
1853,other,,307,768
1853,residence,,3203,4213
1854,any,,24552,15993
1854,birth,2389,52068,87353
1854,death,1759,31366,52440
1854,marriage,,31484,56384
1854,other,,240,349
1854,residence,,3343,4983
1855,any,,40156,39972
1855,birth,3341,66512,124089
1855,death,2185,33336,62618
1855,marriage,,34044,67056
1855,other,,371,17692
1855,residence,,6995,11690
1856,any,,22675,16793
1856,birth,2925,64546,90387
1856,death,2200,26626,54418
1856,marriage,,26538,56943
1856,other,,252,727
1856,residence,,2375,4629
1857,any,,25778,15692
1857,birth,2419,52906,97679
1857,death,1706,30042,60357
1857,marriage,,30514,63263
1857,other,,96,510
1857,residence,,3192,5149
1858,any,,27572,18898
1858,birth,2636,64809,93020
1858,death,1840,38142,56501
1858,marriage,,36350,57907
1858,other,,174,420
1858,residence,,3656,4671
1859,any,,23584,17969
1859,birth,2822,52536,95074
1859,death,2043,30749,57252
1859,marriage,,29532,59559
1859,other,,122,309
1859,residence,,3324,5709
1860,any,,109577,112920
1860,birth,10286,119022,179606
1860,death,6749,49569,76889
1860,marriage,,49956,79107
1860,other,,874,1070
1860,residence,,31155,41245
1861,any,,29658,25605
1861,birth,2375,60756,106298
1861,death,1777,33777,59306
1861,marriage,,31437,62711
1861,other,,610,259
1861,residence,,8683,15305
1862,any,,25775,24421
1862,birth,3002,56917,118780
1862,death,2251,34348,72086
1862,marriage,,31338,72381
1862,other,,307,345
1862,residence,,3454,7316
1863,any,,25264,18399
1863,birth,3138,59857,96032
1863,death,2442,35771,59161
1863,marriage,,34406,59021
1863,other,,249,292
1863,residence,,2946,5215
1864,any,,28706,19195
1864,birth,3243,60324,96700
1864,death,2581,36970,59319
1864,marriage,,34925,57239
1864,other,,366,855
1864,residence,,4856,5066
1865,any,,42334,50657
1865,birth,5297,73975,132564
1865,death,4228,37434,69153
1865,marriage,,37531,66346
1865,other,,556,1267
1865,residence,,7262,11784
1866,any,,27486,21449
1866,birth,3211,60242,103350
1866,death,2299,36355,64522
1866,marriage,,35356,62844
1866,other,,161,389
1866,residence,,3881,6493
1867,any,,25546,17899
1867,birth,2960,55296,108757
1867,death,2193,32204,66794
1867,marriage,,32525,69797
1867,other,,123,409
1867,residence,,3317,5473
1868,any,,29526,19627
1868,birth,3205,67887,107249
1868,death,2243,39225,63661
1868,marriage,,37513,66692
1868,other,,224,470
1868,residence,,3164,5083
1869,any,,28492,19616
1869,birth,2830,55384,100722
1869,death,2088,32916,61092
1869,marriage,,32341,62157
1869,other,,215,373
1869,residence,,3356,5902
1870,any,,102673,111773
1870,birth,13135,123633,198413
1870,death,8802,55261,92887
1870,marriage,,54332,96169
1870,other,,457,1087
1870,residence,,27471,45745
1871,any,,32442,27736
1871,birth,2729,67943,110835
1871,death,1878,38847,63660
1871,marriage,,38815,65521
1871,other,,95,350
1871,residence,,9386,16795
1872,any,,26988,26187
1872,birth,3406,62469,124380
1872,death,2520,36649,75241
1872,marriage,,35861,73535
1872,other,,308,574
1872,residence,,3719,8761
1873,any,,26737,18807
1873,birth,3156,63691,101856
1873,death,2332,38159,62640
1873,marriage,,38239,62444
1873,other,,169,453
1873,residence,,2880,4911
1874,any,,27948,18937
1874,birth,3610,63530,110680
1874,death,2631,37188,68774
1874,marriage,,35237,71795
1874,other,,103,149
1874,residence,,3485,5376
1875,any,,47679,48572
1875,birth,5973,79962,147314
1875,death,4156,41234,78236
1875,marriage,,41160,80185
1875,other,,186,628
1875,residence,,7147,12760
1876,any,,27446,20285
1876,birth,3474,63325,115561
1876,death,2544,37830,70838
1876,marriage,,36169,70103
1876,other,,143,342
1876,residence,,2638,5993
1877,any,,27850,19066
1877,birth,3738,60973,115403
1877,death,2880,36071,72169
1877,marriage,,34461,73186
1877,other,,27,304
1877,residence,,2779,5263
1878,any,,34206,20726
1878,birth,4194,75167,114602
1878,death,3035,45783,70475
1878,marriage,,42596,69159
1878,other,,121,182
1878,residence,,3915,5295
1879,any,,29329,22619
1879,birth,4042,60767,112612
1879,death,3052,37342,70588
1879,marriage,,34038,67968
1879,other,,222,100
1879,residence,,3096,6638
1880,any,,121993,128808
1880,birth,18339,137869,221626
1880,death,12718,66672,108686
1880,marriage,,58425,103844
1880,other,,716,912
1880,residence,,29049,52750
1881,any,,33714,28894
1881,birth,4032,73760,126571
1881,death,3028,44520,75404
1881,marriage,,40429,72746
1881,other,,740,498
1881,residence,,8046,16149
1882,any,,34273,25484
1882,birth,4425,70373,138917
1882,death,3344,42159,88894
1882,marriage,,39495,84102
1882,other,,329,452
1882,residence,,4086,6643
1883,any,,30653,21137
1883,birth,3994,66639,110158
1883,death,3048,39263,70802
1883,marriage,,36503,67778
1883,other,,270,415
1883,residence,,3720,5234
1884,any,,33327,23005
1884,birth,4241,71156,123381
1884,death,3083,43919,78273
1884,marriage,,39785,75979
1884,other,,459,775
1884,residence,,3912,5541
1885,any,,48939,44243
1885,birth,7750,86675,155344
1885,birthfindike,,,2
1885,death,5609,48086,87951
1885,marriage,,46328,86360
1885,other,,373,1030
1885,residence,,6878,11084
1886,any,,34175,23909
1886,birth,5227,70561,124239
1886,death,3935,43029,78238
1886,marriage,,39355,75552
1886,other,,231,396
1886,residence,,3836,5655
1887,any,,34190,22049
1887,birth,5285,72026,117782
1887,death,4037,45729,74045
1887,marriage,,40419,70417
1887,other,,293,475
1887,residence,,3457,5650
1888,any,,42696,27748
1888,birth,6829,79835,129773
1888,death,5224,48304,82773
1888,marriage,,42883,78274
1888,other,,315,514
1888,residence,,4260,6700
1889,any,,37552,27225
1889,birth,6940,72813,133170
1889,death,5547,46121,85844
1889,marriage,,40345,82828
1889,other,,247,500
1889,residence,,4099,6253
1890,any,,102074,125497
1890,birth,22415,118183,214197
1890,death,17469,58960,109491
1890,marriage,,55207,103931
1890,other,,574,1327
1890,residence,,14984,27672
1891,any,,36679,29290
1891,birth,4452,70852,135522
1891,death,3407,44001,88590
1891,marriage,,38388,82344
1891,other,,73,546
1891,residence,,7509,13624
1892,any,,34075,26273
1892,birth,5659,69530,138251
1892,death,4541,43158,89138
1892,marriage,,38229,82965
1892,other,,103,461
1892,residence,,3774,6677
1893,any,,34250,22205
1893,birth,4802,71459,122262
1893,death,3758,43661,80005
1893,marriage,,38239,73313
1893,other,,159,459
1893,residence,,2876,4994
1894,any,,34154,21570
1894,birth,4634,70504,127500
1894,death,3503,45660,85078
1894,marriage,,38873,78982
1894,other,,79,97
1894,residence,,3372,4981
